genome	biosample	clade	label
GCA_015419105.1_PDT000703515.1	SAMN05449857	II	human
GCA_015419085.1_PDT000703517.1	SAMN05449859	II	human
GCA_015419065.1_PDT000703528.1	SAMN05449869	II	human
GCA_015419045.1_PDT000703527.1	SAMN05449868	II	human
GCA_015419025.1_PDT000703463.1	SAMN05375119	II	human
GCA_015419005.1_PDT000703532.1	SAMN05510547	II	human
GCA_015418985.1_PDT000703530.1	SAMN05449812	II	human
GCA_015418945.1_PDT000703531.1	SAMN05449813	II	human
GCA_015418965.1_PDT000703529.1	SAMN05449811	II	human
GCA_015418925.1_PDT000703534.1	SAMN05510557	II	human
GCA_015418905.1_PDT000703467.1	SAMN05449805	II	human
GCA_015418885.1_PDT000703470.1	SAMN05449816	II	human
GCA_015418865.1_PDT000703533.1	SAMN05510548	II	human
GCA_015418845.1_PDT000703466.1	SAMN05449804	II	human
GCA_015418825.1_PDT000703993.1	SAMN07816867	II	human
GCA_015418805.1_PDT000703924.1	SAMN05832626	II	human
GCA_015418785.1_PDT000703535.1	SAMN05510558	II	human
GCA_015418765.1_PDT000703566.1	SAMN05510591	II	human
GCA_015418745.1_PDT000703568.1	SAMN05510595	II	human
GCA_015418715.1_PDT000703570.1	SAMN05510552	II	human
GCA_015418705.1_PDT000703571.1	SAMN05510597	II	human
GCA_015418685.1_PDT000703573.1	SAMN05510600	II	human
GCA_015418665.1_PDT000703565.1	SAMN05510590	II	human
GCA_015418645.1_PDT000703786.1	SAMN05510604	II	human
GCA_015418625.1_PDT000703784.1	SAMN05510601	II	human
GCA_015418605.1_PDT000703789.1	SAMN05510607	II	human
GCA_015418585.1_PDT000703791.1	SAMN05510609	II	human
GCA_015418565.1_PDT000703572.1	SAMN05510598	II	human
GCA_015418545.1_PDT000703787.1	SAMN05510605	II	human
GCA_015418525.1_PDT000703792.1	SAMN05510610	II	human
GCA_015418505.1_PDT000703785.1	SAMN05510602	II	human
GCA_015418485.1_PDT000703788.1	SAMN05510553	II	human
GCA_015418465.1_PDT000703795.1	SAMN05510613	II	human
GCA_015418445.1_PDT000703796.1	SAMN05510614	II	human
GCA_015418425.1_PDT000703797.1	SAMN05510615	II	human
GCA_015418405.1_PDT000703793.1	SAMN05510611	II	human
GCA_015418385.1_PDT000703794.1	SAMN05510612	II	human
GCA_015418365.1_PDT000703798.1	SAMN05510616	II	human
GCA_015418345.1_PDT000703810.1	SAMN05510555	II	human
GCA_015418325.1_PDT000703808.1	SAMN05510625	II	human
GCA_015437105.1_PDT000701786.1	SAMEA2153933	II	human
GCA_015437085.1_PDT000701784.1	SAMEA1969240	II	na
GCA_015418305.1_PDT000703805.1	SAMN05510622	II	human
GCA_015418245.1_PDT000703804.1	SAMN05510621	II	human
GCA_015418255.1_PDT000703806.1	SAMN05510623	II	human
GCA_015418285.1_PDT000703803.1	SAMN05510620	II	human
GCA_015418225.1_PDT000703811.1	SAMN05510627	II	human
GCA_015418205.1_PDT000703813.1	SAMN05510629	II	human
GCA_015418185.1_PDT000703812.1	SAMN05510628	II	human
GCA_015437065.1_PDT000701785.1	SAMEA2162533	II	na
GCA_015418165.1_PDT000703814.1	SAMN05510630	II	human
GCA_015418145.1_PDT000703809.1	SAMN05510626	II	human
GCA_015418125.1_PDT000703807.1	SAMN05510624	II	human
GCA_015437045.1_PDT000701791.1	SAMEA2170853	II	human
GCA_015418105.1_PDT000703820.1	SAMN05510636	II	human
GCA_015437025.1_PDT000701792.1	SAMEA2170854	II	human
GCA_015418085.1_PDT000703817.1	SAMN05510633	II	human
GCA_015437005.1_PDT000701793.1	SAMEA2170855	II	human
GCA_015418065.1_PDT000703816.1	SAMN05510632	II	human
GCA_015436985.1_PDT000701788.1	SAMEA2170850	II	human
GCA_015418045.1_PDT000703815.1	SAMN05510631	II	human
GCA_015418025.1_PDT000703818.1	SAMN05510634	II	human
GCA_015418005.1_PDT000703819.1	SAMN05510635	II	human
GCA_015417985.1_PDT000703826.1	SAMN05510641	II	human
GCA_015417965.1_PDT000703822.1	SAMN05510637	II	human
GCA_015436925.1_PDT000701790.1	SAMEA2170852	II	human
GCA_015436965.1_PDT000701795.1	SAMEA2170857	II	human
GCA_015436945.1_PDT000701789.1	SAMEA2170851	II	human
GCA_015417945.1_PDT000703823.1	SAMN05510638	II	human
GCA_015436905.1_PDT000701259.1	SAMEA2161019	II	human
GCA_015436885.1_PDT000701783.1	SAMEA2152096	II	na
GCA_015436865.1_PDT000701319.1	SAMEA2152762	II	human
GCA_015436845.1_PDT000701282.1	SAMEA2152304	II	human
GCA_015436825.1_PDT000701303.1	SAMEA2149580	II	human
GCA_015436805.1_PDT000701270.1	SAMEA2153167	II	human
GCA_015436785.1_PDT000701233.1	SAMEA2160413	II	human
GCA_015436735.1_PDT000701203.1	SAMEA2148804	II	human
GCA_015436765.1_PDT000701215.1	SAMEA2163516	II	human
GCA_015436705.1_PDT000701214.1	SAMEA2146547	II	human
GCA_015436725.1_PDT000701272.1	SAMEA2159364	II	human
GCA_015436685.1_PDT000701206.1	SAMEA1973420	II	human
GCA_015436665.1_PDT000701207.1	SAMEA2142943	II	human
GCA_015436645.1_PDT000701213.1	SAMEA1964797	II	human
GCA_015436625.1_PDT000701218.1	SAMEA2144016	II	human
GCA_015436605.1_PDT000701216.1	SAMEA2146013	II	human
GCA_015436585.1_PDT000701205.1	SAMEA1966291	II	human
GCA_015417925.1_PDT000703821.1	SAMN05510556	II	human
GCA_015417905.1_PDT000703828.1	SAMN05510643	II	human
GCA_015417885.1_PDT000703829.1	SAMN05510644	II	human
GCA_015417845.1_PDT000703839.1	SAMN05831056	II	human
GCA_015417825.1_PDT000703842.1	SAMN05831059	II	human
GCA_015417865.1_PDT000703841.1	SAMN05831058	II	human
GCA_015417805.1_PDT000703843.1	SAMN05831060	II	human
GCA_015417765.1_PDT000703850.1	SAMN05831068	II	human
GCA_015417745.1_PDT000703848.1	SAMN05831066	II	human
GCA_015417785.1_PDT000703846.1	SAMN05831064	II	human
GCA_015436565.1_PDT000701219.1	SAMEA2162109	II	human
GCA_015417725.1_PDT000703825.1	SAMN05510640	II	human
GCA_015436545.1_PDT000701217.1	SAMEA2159842	II	human
GCA_015436525.1_PDT000701223.1	SAMEA2152472	II	human
GCA_015436505.1_PDT000701224.1	SAMEA2162416	II	human
GCA_015436485.1_PDT000701204.1	SAMEA2156219	II	human
GCA_015417705.1_PDT000703851.1	SAMN05831069	II	human
GCA_015417685.1_PDT000703853.1	SAMN05831070	II	human
GCA_015417655.1_PDT000703855.1	SAMN05831073	II	human
GCA_015417645.1_PDT000703854.1	SAMN05831072	II	human
GCA_015417625.1_PDT000703856.1	SAMN05831074	II	human
GCA_015417605.1_PDT000703861.1	SAMN05831081	II	human
GCA_015417575.1_PDT000703862.1	SAMN05831082	II	human
GCA_015417565.1_PDT000703857.1	SAMN05831075	II	human
GCA_015417545.1_PDT000703864.1	SAMN05831084	II	human
GCA_015436465.1_PDT000701225.1	SAMEA2147767	II	human
GCA_015436445.1_PDT000701228.1	SAMEA2153911	II	human
GCA_015417525.1_PDT000703868.1	SAMN05831088	II	human
GCA_015417505.1_PDT000703870.1	SAMN05831045	II	human
GCA_015436405.1_PDT000701234.1	SAMEA2145158	II	human
GCA_015436425.1_PDT000701229.1	SAMEA1972365	II	human
GCA_015417485.1_PDT000703866.1	SAMN05831086	II	human
GCA_015417465.1_PDT000703871.1	SAMN05831090	II	human
GCA_015417445.1_PDT000703867.1	SAMN05831087	II	human
GCA_015417425.1_PDT000703874.1	SAMN05831046	II	human
GCA_015417405.1_PDT000703872.1	SAMN05831091	II	human
GCA_015436385.1_PDT000701230.1	SAMEA2162397	II	human
GCA_015436365.1_PDT000701231.1	SAMEA2147183	II	human
GCA_015436345.1_PDT000701237.1	SAMEA2143187	II	human
GCA_015436325.1_PDT000701241.1	SAMEA2155721	II	human
GCA_015436305.1_PDT000701235.1	SAMEA1964242	II	human
GCA_015436285.1_PDT000701239.1	SAMEA2143183	II	human
GCA_015436265.1_PDT000701242.1	SAMEA2149544	II	human
GCA_015436245.1_PDT000701243.1	SAMEA2147970	II	human
GCA_015436225.1_PDT000701250.1	SAMEA2146812	II	human
GCA_015436185.1_PDT000701251.1	SAMEA2150076	II	human
GCA_015436205.1_PDT000701252.1	SAMEA2162902	II	human
GCA_015436165.1_PDT000701254.1	SAMEA2156310	II	human
GCA_015436145.1_PDT000701255.1	SAMEA2148977	II	human
GCA_015436125.1_PDT000701257.1	SAMEA2157183	II	human
GCA_015436105.1_PDT000701256.1	SAMEA2152006	II	human
GCA_015436085.1_PDT000701263.1	SAMEA2160510	II	human
GCA_015436065.1_PDT000701261.1	SAMEA1971051	II	human
GCA_015436045.1_PDT000701264.1	SAMEA2162029	II	human
GCA_015436025.1_PDT000701269.1	SAMEA2154339	II	human
GCA_015436005.1_PDT000701265.1	SAMEA2149185	II	human
GCA_015417385.1_PDT000703835.1	SAMN05831052	II	human
GCA_015417365.1_PDT000703879.1	SAMN05832577	II	human
GCA_015435985.1_PDT000701267.1	SAMEA2143416	II	human
GCA_015417345.1_PDT000703873.1	SAMN05831092	II	human
GCA_015417315.1_PDT000703834.1	SAMN05831051	II	human
GCA_015417305.1_PDT000703830.1	SAMN05510645	II	human
GCA_015435965.1_PDT000701266.1	SAMEA2144035	II	human
GCA_015417265.1_PDT000703869.1	SAMN05831089	II	human
GCA_015417285.1_PDT000703877.1	SAMN05831049	II	human
GCA_015435945.1_PDT000701268.1	SAMEA2151634	II	human
GCA_015417245.1_PDT000703833.1	SAMN05831050	II	human
GCA_015435925.1_PDT000701275.1	SAMEA2151878	II	human
GCA_015417225.1_PDT000703876.1	SAMN05831048	II	human
GCA_015435905.1_PDT000701274.1	SAMEA2142503	II	human
GCA_015417205.1_PDT000703880.1	SAMN05832586	II	human
GCA_015435885.1_PDT000701283.1	SAMEA2160914	II	human
GCA_015435865.1_PDT000701276.1	SAMEA2143729	II	human
GCA_015417185.1_PDT000703896.1	SAMN05832601	II	human
GCA_015417165.1_PDT000703894.1	SAMN05832599	II	human
GCA_015417145.1_PDT000703838.1	SAMN05831055	II	human
GCA_015435845.1_PDT000701284.1	SAMEA1964796	II	human
GCA_015435825.1_PDT000701294.1	SAMEA2160329	II	human
GCA_015417125.1_PDT000703895.1	SAMN05832600	II	human
GCA_015435805.1_PDT000701286.1	SAMEA2154802	II	human
GCA_015435785.1_PDT000701296.1	SAMEA2150353	II	human
GCA_015435765.1_PDT000701285.1	SAMEA2161188	II	human
GCA_015417105.1_PDT000703897.1	SAMN05832602	II	human
GCA_015417085.1_PDT000703898.1	SAMN05832603	II	human
GCA_015435745.1_PDT000701297.1	SAMEA2143705	II	human
GCA_015435725.1_PDT000701295.1	SAMEA2159104	II	human
GCA_015435705.1_PDT000701211.1	SAMEA2153152	II	human
GCA_015435685.1_PDT000701249.1	SAMEA2143184	II	human
GCA_015435665.1_PDT000701298.1	SAMEA2153344	II	human
GCA_015417025.1_PDT000703831.1	SAMN05510646	II	human
GCA_015417065.1_PDT000703899.1	SAMN05832604	II	human
GCA_015417045.1_PDT000703903.1	SAMN05832607	II	human
GCA_015435645.1_PDT000701281.1	SAMEA2163569	II	human
GCA_015435625.1_PDT000701273.1	SAMEA2145650	II	human
GCA_015417005.1_PDT000703904.1	SAMN05832608	II	human
GCA_015416985.1_PDT000703905.1	SAMN05832609	II	human
GCA_015416965.1_PDT000703900.1	SAMN05832605	II	human
GCA_015416935.1_PDT000703908.1	SAMN05832612	II	human
GCA_015435595.1_PDT000701277.1	SAMEA2143872	II	human
GCA_015435585.1_PDT000701278.1	SAMEA2148511	II	human
GCA_015435565.1_PDT000701307.1	SAMEA2159171	II	human
GCA_015435545.1_PDT000701279.1	SAMEA2144399	II	human
GCA_015416925.1_PDT000703907.1	SAMN05832611	II	human
GCA_015435525.1_PDT000701320.1	SAMEA2146285	II	human
GCA_015416905.1_PDT000703881.1	SAMN05832587	II	human
GCA_015416885.1_PDT000703911.1	SAMN05832615	II	human
GCA_015416865.1_PDT000703906.1	SAMN05832610	II	human
GCA_015416825.1_PDT000703890.1	SAMN05832578	II	human
GCA_015435505.1_PDT000701290.1	SAMEA2155461	II	human
GCA_015416835.1_PDT000703909.1	SAMN05832613	II	human
GCA_015435485.1_PDT000701288.1	SAMEA2161224	II	human
GCA_015416785.1_PDT000703926.1	SAMN05832628	II	human
GCA_015416805.1_PDT000703912.1	SAMN05832580	II	human
GCA_015416765.1_PDT000703913.1	SAMN05832616	II	human
GCA_015435465.1_PDT000701291.1	SAMEA1966809	II	human
GCA_015435445.1_PDT000701221.1	SAMEA2154850	II	human
GCA_015416745.1_PDT000703832.1	SAMN05831041	II	human
GCA_015435425.1_PDT000701299.1	SAMEA1967612	II	human
GCA_015416725.1_PDT000703932.1	SAMN05832634	II	human
GCA_015416705.1_PDT000703914.1	SAMN05832617	II	human
GCA_015435405.1_PDT000701210.1	SAMEA2155158	II	human
GCA_015416685.1_PDT000703930.1	SAMN05832632	II	human
GCA_015435385.1_PDT000701212.1	SAMEA2159150	II	human
GCA_015416665.1_PDT000703889.1	SAMN05832595	II	human
GCA_015435365.1_PDT000701315.1	SAMEA2149309	II	human
GCA_015435345.1_PDT000701209.1	SAMEA2153435	II	human
GCA_015435325.1_PDT000701258.1	SAMEA2151401	II	human
GCA_015416645.1_PDT000703931.1	SAMN05832633	II	human
GCA_015435305.1_PDT000701314.1	SAMEA2159905	II	human
GCA_015416605.1_PDT000703891.1	SAMN05832596	II	human
GCA_015416615.1_PDT000703916.1	SAMN05832619	II	human
GCA_015435285.1_PDT000701308.1	SAMEA2159653	II	human
GCA_015416585.1_PDT000703917.1	SAMN05832620	II	human
GCA_015416565.1_PDT000703933.1	SAMN05832635	II	human
GCA_015416545.1_PDT000703915.1	SAMN05832618	II	human
GCA_015435265.1_PDT000701245.1	SAMEA2163076	II	human
GCA_015435245.1_PDT000701313.1	SAMEA2160086	II	human
GCA_015416525.1_PDT000703925.1	SAMN05832627	II	human
GCA_015416475.1_PDT000703922.1	SAMN05832625	II	human
GCA_015416485.1_PDT000703921.1	SAMN05832624	II	human
GCA_015435225.1_PDT000701289.1	SAMEA2156932	II	human
GCA_015435205.1_PDT000701312.1	SAMEA2149932	II	human
GCA_015435185.1_PDT000701293.1	SAMEA2162663	II	human
GCA_015416465.1_PDT000703934.1	SAMN05832582	II	human
GCA_015435165.1_PDT000701302.1	SAMEA2155841	II	human
GCA_015416445.1_PDT000703918.1	SAMN05832621	II	human
GCA_015435145.1_PDT000701432.1	SAMEA2163192	II	na
GCA_015435125.1_PDT000701512.1	SAMEA2163387	II	human
GCA_015435105.1_PDT000701513.1	SAMEA2150815	II	na
GCA_015435085.1_PDT000701514.1	SAMEA2158392	II	na
GCA_015435065.1_PDT000701532.1	SAMEA2161505	II	na
GCA_015435045.1_PDT000701515.1	SAMEA2143749	II	na
GCA_015435025.1_PDT000701522.1	SAMEA2157102	II	na
GCA_015435005.1_PDT000701518.1	SAMEA2162516	II	na
GCA_015434985.1_PDT000701520.1	SAMEA2146875	II	na
GCA_015434965.1_PDT000701516.1	SAMEA2157054	II	na
GCA_015434945.1_PDT000701519.1	SAMEA2148402	II	na
GCA_015434925.1_PDT000701495.1	SAMEA2156606	II	na
GCA_015434905.1_PDT000701505.1	SAMEA2159377	II	na
GCA_015434885.1_PDT000701422.1	SAMEA2150394	II	na
GCA_015434845.1_PDT000701362.1	SAMEA2146525	II	human
GCA_015434855.1_PDT000701349.1	SAMEA2159148	II	human
GCA_015416425.1_PDT000703935.1	SAMN05832636	II	human
GCA_015434805.1_PDT000701388.1	SAMEA2162937	II	human
GCA_015416405.1_PDT000703948.1	SAMN05832648	II	human
GCA_015416365.1_PDT000703943.1	SAMN05832644	II	human
GCA_015416345.1_PDT000703942.1	SAMN05832643	II	human
GCA_015416325.1_PDT000703936.1	SAMN05832637	II	human
GCA_015416385.1_PDT000703939.1	SAMN05832640	II	human
GCA_015434785.1_PDT000701414.1	SAMEA2153093	II	na
GCA_015416305.1_PDT000703947.1	SAMN05832647	II	human
GCA_015416285.1_PDT000703946.1	SAMN05832646	II	human
GCA_015416265.1_PDT000703920.1	SAMN05832623	II	human
GCA_015434705.1_PDT000701323.1	SAMEA2145092	II	human
GCA_015434745.1_PDT000701379.1	SAMEA2162102	II	human
GCA_015434725.1_PDT000701321.1	SAMEA2161510	II	human
GCA_015416245.1_PDT000703944.1	SAMN05832645	II	human
GCA_015416225.1_PDT000703951.1	SAMN05832651	II	human
GCA_015416205.1_PDT000703955.1	SAMN05832655	II	human
GCA_015434685.1_PDT000701324.1	SAMEA2153493	II	human
GCA_015416185.1_PDT000704006.1	SAMN07816969	II	human
GCA_015416165.1_PDT000703952.1	SAMN05832652	II	human
GCA_015416145.1_PDT000704012.1	SAMN07816974	II	human
GCA_015434665.1_PDT000701329.1	SAMEA2145151	II	human
GCA_015416125.1_PDT000704013.1	SAMN07817008	II	human
GCA_015434645.1_PDT000701330.1	SAMEA2158526	II	human
GCA_015416105.1_PDT000704016.1	SAMN07817041	II	human
GCA_015434625.1_PDT000701327.1	SAMEA2149321	II	human
GCA_015434605.1_PDT000701328.1	SAMEA2149547	II	human
GCA_015434585.1_PDT000701326.1	SAMEA2147535	II	human
GCA_015416085.1_PDT000704018.1	SAMN07817043	II	human
GCA_015434565.1_PDT000701333.1	SAMEA2163451	II	human
GCA_015434515.1_PDT000701338.1	SAMEA2154622	II	human
GCA_015434545.1_PDT000701336.1	SAMEA1972136	II	human
GCA_015434505.1_PDT000701343.1	SAMEA2150642	II	human
GCA_015434485.1_PDT000701337.1	SAMEA1967287	II	human
GCA_015434465.1_PDT000701360.1	SAMEA2163208	II	human
GCA_015434445.1_PDT000701351.1	SAMEA2149930	II	human
GCA_015434425.1_PDT000701355.1	SAMEA2157926	II	human
GCA_015434395.1_PDT000701354.1	SAMEA2154279	II	human
GCA_015434385.1_PDT000701358.1	SAMEA2151546	II	human
GCA_015416045.1_PDT000704017.1	SAMN07817042	II	human
GCA_015416055.1_PDT000704015.1	SAMN07817056	II	human
GCA_015416025.1_PDT000704014.1	SAMN07817049	II	human
GCA_015434355.1_PDT000701364.1	SAMEA2156726	II	human
GCA_015434345.1_PDT000701365.1	SAMEA1966492	II	human
GCA_015416005.1_PDT000704020.1	SAMN07817045	II	human
GCA_015415965.1_PDT000703987.1	SAMN07177798	II	human
GCA_015434325.1_PDT000701367.1	SAMEA2159092	II	human
GCA_015415985.1_PDT000703973.1	SAMN05832671	II	human
GCA_015415945.1_PDT000703957.1	SAMN05832656	II	human
GCA_015434305.1_PDT000701368.1	SAMEA2147185	II	human
GCA_015415925.1_PDT000703960.1	SAMN05832659	II	human
GCA_015434285.1_PDT000701369.1	SAMEA2145699	II	human
GCA_015415905.1_PDT000703989.1	SAMN07177794	II	human
GCA_015434265.1_PDT000701371.1	SAMEA2147294	II	human
GCA_015434245.1_PDT000701372.1	SAMEA2158911	II	human
GCA_015415885.1_PDT000703965.1	SAMN05832664	II	human
GCA_015434225.1_PDT000701374.1	SAMEA2157475	II	human
GCA_015415865.1_PDT000703961.1	SAMN05832660	II	human
GCA_015415845.1_PDT000703967.1	SAMN05832585	II	human
GCA_015415825.1_PDT000703996.1	SAMN07816868	II	human
GCA_015434205.1_PDT000701373.1	SAMEA2157907	II	human
GCA_015415805.1_PDT000703990.1	SAMN07177796	II	human
GCA_015434185.1_PDT000701375.1	SAMEA1971098	II	human
GCA_015434165.1_PDT000701381.1	SAMEA2156277	II	human
GCA_015415785.1_PDT000703959.1	SAMN05832658	II	human
GCA_015415765.1_PDT000703968.1	SAMN05832666	II	human
GCA_015434145.1_PDT000701382.1	SAMEA2153773	II	human
GCA_015434125.1_PDT000701380.1	SAMEA2143615	II	human
GCA_015434105.1_PDT000701385.1	SAMEA2154578	II	human
GCA_015434085.1_PDT000701384.1	SAMEA2156610	II	human
GCA_015415745.1_PDT000703995.1	SAMN07816869	II	human
GCA_015434065.1_PDT000701390.1	SAMEA2158900	II	human
GCA_015434045.1_PDT000701386.1	SAMEA2145557	II	human
GCA_015434025.1_PDT000701387.1	SAMEA2159261	II	human
GCA_015415725.1_PDT000703964.1	SAMN05832663	II	human
GCA_015434005.1_PDT000701391.1	SAMEA2154459	II	human
GCA_015433985.1_PDT000701392.1	SAMEA2152356	II	human
GCA_015415705.1_PDT000703966.1	SAMN05832665	II	human
GCA_015415685.1_PDT000703994.1	SAMN07816866	II	human
GCA_015415655.1_PDT000703893.1	SAMN05832598	II	human
GCA_015415645.1_PDT000703999.1	SAMN07816865	II	human
GCA_015433925.1_PDT000701394.1	SAMEA2162965	II	human
GCA_015415625.1_PDT000703970.1	SAMN05832668	II	human
GCA_015433965.1_PDT000701393.1	SAMEA1965231	II	human
GCA_015433945.1_PDT000701395.1	SAMEA1964419	II	human
GCA_015415585.1_PDT000704000.1	SAMN07816864	II	human
GCA_015433905.1_PDT000701397.1	SAMEA2151644	II	human
GCA_015415605.1_PDT000704005.1	SAMN07816970	II	human
GCA_015415555.1_PDT000703997.1	SAMN07816833	II	human
GCA_015433885.1_PDT000701334.1	SAMEA2163611	II	human
GCA_015415545.1_PDT000703824.1	SAMN05510639	II	human
GCA_015415525.1_PDT000704001.1	SAMN07816871	II	human
GCA_015415505.1_PDT000703992.1	SAMN07424806	II	human
GCA_015433855.1_PDT000701335.1	SAMEA2148149	II	human
GCA_015415485.1_PDT000703836.1	SAMN05831053	II	human
GCA_015433845.1_PDT000701348.1	SAMEA2153816	II	human
GCA_015415465.1_PDT000704003.1	SAMN07816968	II	human
GCA_015415445.1_PDT000704002.1	SAMN07816870	II	human
GCA_015433825.1_PDT000701398.1	SAMEA2147382	II	human
GCA_015415405.1_PDT000703958.1	SAMN05832657	II	human
GCA_015415425.1_PDT000703886.1	SAMN05832592	II	human
GCA_015433805.1_PDT000701402.1	SAMEA2157365	II	human
GCA_015415385.1_PDT000703923.1	SAMN05832581	II	human
GCA_015415345.1_PDT000703998.1	SAMN07816863	II	human
GCA_015415365.1_PDT000703892.1	SAMN05832597	II	human
GCA_015415325.1_PDT000703837.1	SAMN05831054	II	human
GCA_015433785.1_PDT000701400.1	SAMEA2148826	II	human
GCA_015415285.1_PDT000703801.1	SAMN05510618	II	human
GCA_015415305.1_PDT000703969.1	SAMN05832667	II	human
GCA_015415265.1_PDT000703799.1	SAMN05510554	II	human
GCA_015415245.1_PDT000703800.1	SAMN05510617	II	human
GCA_015415225.1_PDT000703802.1	SAMN05510619	II	human
GCA_015433765.1_PDT000701401.1	SAMEA2160517	II	human
GCA_015415205.1_PDT000704075.1	SAMN07816929	II	human
GCA_015433745.1_PDT000701403.1	SAMEA2155160	II	na
GCA_015433725.1_PDT000701404.1	SAMEA2159532	II	na
GCA_015433705.1_PDT000701408.1	SAMEA2161925	II	na
GCA_015415185.1_PDT000704133.1	SAMN07816835	II	human
GCA_015415145.1_PDT000704131.1	SAMN07817004	II	human
GCA_015433685.1_PDT000701345.1	SAMEA2150249	II	human
GCA_015415125.1_PDT000704010.1	SAMN07816972	II	human
GCA_015415155.1_PDT000704007.1	SAMN07816844	II	human
GCA_015415105.1_PDT000704011.1	SAMN07816975	II	human
GCA_015415085.1_PDT000704008.1	SAMN07816971	II	human
GCA_015433665.1_PDT000701346.1	SAMEA2155619	II	human
GCA_015433645.1_PDT000701410.1	SAMEA2147710	II	na
GCA_015433625.1_PDT000701411.1	SAMEA2148647	II	na
GCA_015433605.1_PDT000701350.1	SAMEA2160367	II	human
GCA_015433585.1_PDT000701361.1	SAMEA2143820	II	human
GCA_015433565.1_PDT000701412.1	SAMEA1966652	II	na
GCA_015433545.1_PDT000701415.1	SAMEA2154026	II	na
GCA_015433505.1_PDT000701416.1	SAMEA2143001	II	na
GCA_015433525.1_PDT000701376.1	SAMEA2155881	II	human
GCA_015433485.1_PDT000701419.1	SAMEA1970774	II	na
GCA_015433465.1_PDT000701418.1	SAMEA2151047	II	na
GCA_015433445.1_PDT000701420.1	SAMEA2150825	II	na
GCA_015433425.1_PDT000701425.1	SAMEA2155593	II	na
GCA_015433405.1_PDT000701423.1	SAMEA2155069	II	human
GCA_015415065.1_PDT000704009.1	SAMN07816973	II	human
GCA_015433385.1_PDT000701426.1	SAMEA2162288	II	na
GCA_015433365.1_PDT000701424.1	SAMEA2160008	II	human
GCA_015415045.1_PDT000704040.1	SAMN07816842	II	human
GCA_015415025.1_PDT000704021.1	SAMN07817046	II	human
GCA_015415005.1_PDT000704019.1	SAMN07817044	II	human
GCA_015414965.1_PDT000704022.1	SAMN07817047	II	human
GCA_015414985.1_PDT000704041.1	SAMN07816843	II	human
GCA_015433345.1_PDT000701428.1	SAMEA2151262	II	na
GCA_015433325.1_PDT000701433.1	SAMEA2157707	II	na
GCA_015414945.1_PDT000704004.1	SAMN07816967	II	human
GCA_015414925.1_PDT000704043.1	SAMN07816966	II	human
GCA_015433305.1_PDT000701430.1	SAMEA2153056	II	human
GCA_015414905.1_PDT000704042.1	SAMN07816965	II	human
GCA_015433285.1_PDT000701438.1	SAMEA2159199	II	na
GCA_015433265.1_PDT000701439.1	SAMEA2149493	II	na
GCA_015433245.1_PDT000701436.1	SAMEA2152786	II	na
GCA_015414885.1_PDT000704039.1	SAMN07816964	II	human
GCA_015433225.1_PDT000701437.1	SAMEA2148335	II	na
GCA_015414865.1_PDT000704034.1	SAMN07816961	II	human
GCA_015433205.1_PDT000701440.1	SAMEA2146589	II	na
GCA_015433185.1_PDT000701445.1	SAMEA2145560	II	na
GCA_015414845.1_PDT000704105.1	SAMN07816888	II	human
GCA_015414825.1_PDT000704045.1	SAMN07817037	II	human
GCA_015433145.1_PDT000701446.1	SAMEA2154073	II	na
GCA_015433125.1_PDT000701447.1	SAMEA2162594	II	na
GCA_015414805.1_PDT000704038.1	SAMN07816963	II	human
GCA_015433105.1_PDT000701417.1	SAMEA2148195	II	na
GCA_015433085.1_PDT000701449.1	SAMEA1970670	II	na
GCA_015414785.1_PDT000704107.1	SAMN07816886	II	human
GCA_015414765.1_PDT000704025.1	SAMN07816873	II	human
GCA_015414725.1_PDT000704177.1	SAMN07816850	II	human
GCA_015433065.1_PDT000701457.1	SAMEA2142321	II	na
GCA_015433045.1_PDT000701458.1	SAMEA2144482	II	human
GCA_015414735.1_PDT000704049.1	SAMN07817033	II	human
GCA_015414705.1_PDT000704037.1	SAMN07816960	II	human
GCA_015414685.1_PDT000704051.1	SAMN07817031	II	human
GCA_015414665.1_PDT000704024.1	SAMN07816872	II	human
GCA_015414645.1_PDT000704052.1	SAMN07817040	II	human
GCA_015433025.1_PDT000701459.1	SAMEA2143338	II	na
GCA_015414625.1_PDT000704050.1	SAMN07817032	II	human
GCA_015433005.1_PDT000701399.1	SAMEA2146135	II	human
GCA_015414605.1_PDT000704056.1	SAMN07816955	II	human
